,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,BRK.B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,FB,GOOG,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,PYPL,T,TMO,TXN,UNH,UNP,V,VZ,WMT,XOM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-15,21.197,,24.945,36.5,35.74,37.11,72.306,,35.65,21.48,85.7,209.66,9.855,65.74,3.71,23.12,90.14,26.11,,223.41,223.633,27.93,20.9201,65.63,42.2,30.49,51.52,22.462,56.0,49.05,41.22,28.27,65.06,5.206,16.47,18.14,71.29,20.71,70.28,48.23,,37.4,53.5,28.76,37.2,32.725,16.058,35.16,56.28,90.81
2008-04-16,21.949,,9.119,37.59,36.37,43.35,74.5399,,36.93,21.96,86.36,215.55,4.164,67.23,3.845,23.8,91.89,30.32,,227.24,227.467,28.02,22.12,65.62,44.83,30.56,52.53,23.138,57.14,49.65,40.25,28.93,67.55,5.564,16.528,18.85,71.07,21.04,69.29,49.4,,37.67,54.81,29.58,35.89,34.13,16.508,35.86,57.05,92.82
2008-04-17,22.079,,24.417,38.15,36.07,36.48,74.0,,37.43,21.58,85.64,220.97,10.09,68.5199,3.885,23.91,92.02,30.79,,224.94,225.165,28.13,22.15,65.77,45.08,30.33,51.42,22.983,57.37,49.53,39.25,29.24,67.3,5.814,16.923,18.59,70.71,20.37,67.51,49.85,,37.57,55.1,28.81,36.67,33.85,16.78,35.87,56.68,93.39
2008-04-18,23.017,,24.302,39.37,36.28,36.86,80.04,,38.51,22.11,85.76,230.9,10.14,69.41,15.963,24.5,93.29,27.33,,269.92,270.195,28.68,22.55,66.56,45.72,30.075,52.06,23.397,58.25,49.98,39.69,30.0,66.44,5.509,16.99,19.02,70.65,20.45,67.19,49.94,,37.54,56.64,29.59,37.25,34.52,17.178,36.04,56.3,94.37
2008-04-21,24.023,,24.239,38.45,36.68,36.47,80.16,,37.63,21.84,85.5,230.17,4.225,69.13,3.915,24.91,92.7,31.45,,268.53,268.799,28.98,22.46,66.28,45.28,30.165,49.6,23.65,58.58,49.59,39.56,30.41,66.61,5.62,17.17,19.9,69.89,20.17,67.76,50.68,,37.55,56.05,30.58,37.84,34.438,17.775,35.93,56.32,94.24
2008-04-22,22.886,,24.259,37.83,36.17,42.13,79.5,,36.96,21.35,84.82,231.0,4.16,68.12,3.838,24.93,94.07,31.34,,277.51,277.788,28.54,22.02,67.0,45.67,29.97,49.11,23.506,58.4,49.3,38.59,30.27,66.37,4.286,17.033,19.51,69.12,19.82,67.51,50.06,,37.89,55.18,28.86,34.14,34.223,17.548,35.77,56.54,94.4
2008-04-23,23.24,,24.263,38.37,36.94,36.54,80.99,,36.89,21.49,84.72,226.49,4.129,69.61,4.212,25.44,65.0,31.63,,273.21,273.488,28.13,22.56,67.27,45.18,30.17,49.2,23.373,58.71,49.51,38.64,31.46,67.72,4.467,16.903,20.44,69.26,19.9,67.18,52.1,,38.52,56.23,29.08,34.79,33.77,17.5,36.34,56.92,94.23
2008-04-24,24.131,,8.957,38.72,37.38,36.29,77.65,,37.81,22.2,84.5,236.88,4.133,70.19,17.055,25.98,92.43,27.86,,271.14,271.421,28.95,22.67,67.37,46.84,30.125,49.05,23.877,59.5,49.46,39.95,31.68,66.99,4.716,17.018,19.96,68.03,20.05,66.83,52.02,,38.64,55.66,29.57,33.63,34.548,18.063,36.33,57.42,92.63
2008-04-25,24.251,,24.614,38.89,36.89,36.16,80.91,,38.3,22.14,84.6,244.6,9.765,71.54,4.255,25.59,92.75,32.38,,272.29,272.562,29.78,22.59,67.38,47.79,29.69,49.4,23.74,59.69,49.4,40.77,29.81,66.63,4.851,17.178,20.13,67.62,20.45,66.59,51.3,,38.65,55.92,29.58,33.96,35.18,18.8,37.02,57.66,92.58
2008-04-28,24.607,,24.748,39.08,37.12,35.82,81.9,,38.16,22.13,85.549,268.0,4.148,70.79,4.218,25.33,92.51,28.29,,276.11,276.391,29.71,22.72,67.29,47.42,29.47,49.32,24.194,59.61,50.36,41.42,28.95,66.44,4.717,16.95,19.79,68.2,20.2,66.24,51.01,,38.28,57.19,29.37,33.59,35.435,18.89,37.96,57.36,92.5
2008-04-29,25.007,,25.655,38.83,37.76,42.21,80.69,,37.88,21.92,87.531,242.03,4.233,71.02,16.755,25.52,65.17,28.58,,279.28,279.564,29.39,22.64,67.17,47.01,29.37,48.11,27.35,60.23,49.73,37.11,28.65,66.92,4.606,17.063,20.22,68.22,20.25,65.87,51.99,,38.62,57.49,29.67,33.42,36.028,20.208,38.22,58.64,91.85
2008-04-30,24.871,,25.285,37.57,37.32,35.83,78.75,,37.56,21.96,89.14,232.37,4.294,71.23,16.715,25.65,96.18,28.29,,287.25,287.537,28.79,22.29,67.05,47.6,29.39,48.08,27.905,59.58,48.67,38.01,28.53,66.29,4.576,16.7,20.55,68.43,20.08,67.05,50.97,,38.66,57.8,29.12,32.64,36.308,20.83,38.41,57.98,92.93
2008-05-01,25.714,,25.669,38.37,39.0,43.23,79.36,,39.43,22.95,89.2,2420.6,11.15,71.88,16.788,26.69,95.11,33.29,,296.5,296.797,29.9,23.26,67.81,49.27,29.54,49.69,29.216,60.92,49.9,38.93,29.36,67.55,4.427,16.933,21.498,68.49,20.42,67.02,50.69,,39.96,58.64,29.62,32.89,36.658,21.378,39.36,58.08,89.6
2008-05-02,25.857,,25.511,39.04,40.32,36.74,77.3,,39.79,23.34,88.96,245.79,4.59,72.14,16.838,26.75,95.34,33.47,,290.93,291.226,30.13,23.58,68.26,48.68,29.38,49.37,28.625,60.92,49.21,39.38,29.23,68.45,4.443,16.903,22.52,69.14,20.59,66.75,50.94,,40.15,58.58,29.68,33.4,36.69,20.708,39.56,57.52,89.5
2008-05-05,26.359,,25.401,38.74,40.15,42.84,75.97,,38.95,23.25,86.67,239.83,4.519,72.39,17.328,26.25,65.78,29.04,,297.16,297.457,29.33,23.23,67.97,48.09,29.155,48.99,29.112,60.84,49.02,39.0,29.05,67.15,4.429,16.725,21.97,68.6,20.53,66.59,50.8,,39.81,58.22,29.22,33.08,36.715,21.235,38.9,56.94,89.51
2008-05-06,26.654,,25.218,38.67,40.24,36.8,75.61,,39.28,23.16,86.709,240.94,4.565,72.65,4.385,26.3,66.64,33.7,,292.93,293.223,29.32,23.61,67.64,48.6,29.115,48.79,29.65,60.57,49.04,38.8,29.72,66.69,4.409,16.903,22.55,68.53,20.44,66.72,51.92,,39.6,57.29,29.66,32.84,37.17,21.855,38.86,56.36,90.1
2008-05-07,26.103,,24.599,37.4,39.34,36.12,73.25,,38.01,22.73,85.316,243.9,10.79,72.07,16.763,25.75,65.55,34.69,,289.56,289.855,28.49,23.18,66.85,46.49,28.51,48.64,29.155,59.3,47.81,39.02,29.19,64.78,4.309,16.67,22.05,67.99,19.89,65.76,51.63,,38.78,56.71,29.51,32.68,36.275,22.125,38.26,56.79,88.88
2008-05-08,26.426,,9.107,37.91,39.94,35.96,72.77,,37.4,22.8,85.481,243.1,11.02,71.2,16.878,25.68,97.58,34.59,,291.34,291.631,27.9,23.39,66.89,46.11,28.14,48.39,29.32,59.72,47.81,39.12,29.24,65.37,4.307,16.185,21.79,67.56,19.99,65.9,52.11,,38.83,56.9,29.76,32.99,36.798,21.8,38.29,57.13,89.9
2008-05-09,26.187,,9.195,37.72,39.96,42.05,72.38,,36.65,21.72,83.539,236.7,10.845,71.5,16.693,25.49,97.47,34.31,,286.6,286.887,27.96,23.38,66.59,46.55,28.065,48.25,28.74,59.25,47.83,39.01,29.39,65.24,4.386,16.23,22.53,67.55,19.8,65.17,51.76,,38.56,56.29,29.79,32.97,36.563,20.723,37.87,57.2,88.88
2008-05-12,26.85,,9.373,38.01,40.44,42.95,74.59,,37.45,21.63,81.9,2201.7,11.02,73.71,16.913,25.86,97.42,34.78,,292.19,292.482,28.65,23.67,66.75,47.2,28.205,48.71,29.0,60.92,48.18,39.67,29.98,65.7,4.387,16.325,21.89,67.33,19.94,65.36,52.5,,39.13,57.14,29.95,32.84,36.913,20.46,38.09,58.11,89.07
2008-05-13,27.134,,26.106,37.82,40.6,42.47,74.55,,36.63,21.58,82.96,230.3,11.05,73.97,16.99,25.88,97.73,34.33,,291.15,291.441,28.78,23.78,66.41,45.49,28.255,47.57,28.86,61.1,47.41,39.14,29.78,64.72,4.383,16.42,21.44,67.26,19.97,65.75,52.5,,39.26,57.65,29.88,32.59,37.288,20.568,38.11,56.63,89.65
2008-05-14,26.591,,26.293,38.09,40.92,42.18,74.16,,36.79,21.58,82.39,2165.4,11.17,74.16,17.35,25.74,97.78,34.75,,288.15,288.438,29.09,23.82,66.78,45.88,28.24,48.25,28.585,60.36,47.65,39.79,29.89,64.96,4.344,16.868,22.06,67.05,20.03,65.46,52.58,,39.58,57.36,30.42,32.03,37.44,20.52,38.9,57.38,89.87
2008-05-15,27.093,,26.36,38.24,42.0,42.01,76.11,,36.65,21.95,81.143,236.8,4.71,74.45,17.308,26.51,98.47,30.52,,290.47,290.76,29.51,24.99,66.65,46.94,28.495,48.63,28.625,60.85,47.1,39.99,30.47,64.31,4.274,17.03,23.77,68.04,20.05,66.32,53.2,,39.86,57.56,31.35,31.69,38.023,20.523,38.94,57.11,91.15
2008-05-16,26.811,,9.716,38.29,42.23,35.97,76.46,,36.14,21.94,81.54,215.33,11.06,73.31,17.15,26.54,69.52,30.45,,290.0,290.29,29.08,24.99,66.68,46.55,28.535,48.87,28.252,60.55,47.02,39.99,30.0,64.37,4.529,16.868,24.39,67.92,20.01,66.73,53.3,,40.06,57.99,31.8,32.34,38.235,20.56,38.79,57.0,92.57
2008-05-19,26.23,,26.399,38.46,42.62,36.24,82.35,,36.07,22.08,82.295,214.12,4.611,72.09,4.135,26.33,70.78,34.71,,288.732,289.021,28.81,24.86,66.64,45.97,28.765,49.5,27.965,60.47,47.82,39.98,29.46,65.99,4.43,16.938,23.88,68.04,20.24,66.85,53.66,,40.56,58.44,32.52,33.42,38.375,20.823,39.06,56.44,94.4
2008-05-20,26.564,,26.259,37.8,41.69,36.33,80.62,,35.44,22.1,82.02,205.92,10.965,71.35,3.938,25.84,71.39,29.74,,289.3,289.589,27.34,24.1185,66.15,43.73,28.545,49.0,27.73,59.74,48.99,39.8,28.77,65.76,4.509,16.775,23.28,67.53,20.07,65.84,52.96,,39.42,58.38,32.2,34.08,38.383,20.66,37.88,55.95,94.58
2008-05-21,25.469,,26.106,37.21,40.95,36.03,78.31,,34.62,21.82,81.2,196.14,4.547,69.34,15.723,25.34,71.34,33.68,,274.98,275.26,26.93,23.68,65.71,42.42,28.335,48.13,27.87,58.77,50.43,39.19,28.23,66.03,4.526,16.3,23.09,67.31,20.02,65.2,52.0,,38.9,59.06,32.15,34.18,38.283,20.185,37.26,55.29,93.53
2008-05-22,25.293,,9.74,37.24,41.4,36.6,79.27,,34.75,21.97,82.066,202.29,11.095,70.78,4.156,25.57,101.94,29.32,,274.69,274.97,26.88,23.89,65.42,43.09,29.15,48.49,27.542,58.53,50.73,38.99,28.45,66.56,4.544,16.263,23.66,68.36,19.76,65.6,52.3,,39.18,57.92,31.83,35.26,38.59,19.303,37.44,56.05,92.55
2008-05-23,25.881,,26.048,37.01,41.34,36.27,78.35,,33.95,21.71,82.6,196.7,4.517,71.42,4.189,25.09,69.76,28.99,,272.33,272.602,26.77,23.4195,64.95,42.3,29.335,47.59,27.333,57.75,50.15,38.74,28.05,65.51,4.467,16.195,23.12,68.25,19.52,65.29,51.83,,38.54,57.85,31.75,34.75,38.055,19.105,37.06,55.77,90.72
2008-05-27,26.621,,26.192,37.66,42.03,43.1,80.4631,,34.16,22.0,85.9,201.73,10.955,72.58,17.038,25.61,99.57,33.66,,280.45,280.73,27.31,23.6,65.19,43.04,29.265,47.97,27.786,58.11,50.19,38.59,28.45,65.8,4.576,16.493,23.38,68.98,19.33,65.15,51.64,,38.89,58.0,32.32,34.98,39.455,19.648,37.38,56.41,89.83
2008-05-28,26.714,,25.981,38.43,42.84,42.88,80.1175,,33.86,22.1,86.76,2011.7,4.542,73.2,17.555,25.56,69.54,33.84,,284.08,284.364,27.46,23.47,64.92,42.82,28.75,47.9,28.475,58.75,49.9,38.69,28.21,66.15,4.453,16.855,23.59,67.98,19.32,64.93,51.22,,39.5,58.0,32.52,34.28,78.745,20.448,37.77,57.14,90.5
2008-05-29,26.666,,26.835,39.99,43.7367,43.41,80.35,,34.53,22.47,88.099,205.27,4.628,72.99,4.469,26.22,68.46,33.81,,291.38,291.671,27.71,23.14,66.35,43.57,28.93,48.57,30.95,59.5,50.77,38.94,28.26,67.4,4.336,17.083,23.4999,68.79,19.37,65.44,52.05,,40.2,58.57,32.68,34.49,40.14,21.325,38.31,57.95,89.46
2008-05-30,26.936,,27.037,40.84,44.07,43.98,81.53,,34.01,22.77,89.96,203.87,11.25,71.2,18.078,26.71,98.82,29.31,,292.54,292.832,27.4,23.1177,66.69,42.91,28.61,48.12,30.725,59.22,50.64,38.89,28.23,67.54,4.326,17.068,24.7,68.24,19.34,65.95,52.59,,39.85,58.94,32.5,34.26,41.095,21.54,38.44,57.68,88.44
2008-06-02,26.589,,26.691,40.7,43.47,44.28,80.31,,33.55,21.97,87.8,199.87,11.235,70.38,4.456,26.35,99.33,29.05,,287.5,287.793,27.14,23.22,66.5,42.18,28.49,47.61,30.42,58.57,50.26,38.2,27.8017,66.47,4.413,16.77,24.82,67.58,19.16,65.32,52.17,,39.38,58.17,32.16,34.01,40.555,21.508,37.86,57.21,87.71
2008-06-03,26.483,,26.72,40.72,43.53,44.16,80.09,,33.29,21.86,89.4,199.5,4.653,70.02,17.985,26.32,97.69,33.2,,283.69,283.979,27.08,22.94,66.76,41.88,28.205,48.27,30.759,57.59,51.43,38.3,27.31,65.81,4.553,16.748,23.99,67.04,19.03,65.34,51.7,,38.79,58.35,31.57,33.94,39.835,21.883,37.36,57.8,85.71
2008-06-04,26.449,,26.893,40.42,44.24,44.5,81.5,,31.98,21.57,87.0,196.33,11.315,70.88,18.115,26.75,95.99,34.37,,286.2,286.496,27.16,23.47,66.54,41.62,28.33,49.02,29.536,57.96,51.65,38.18,27.54,65.4,4.621,16.99,24.22,66.68,18.81,66.38,52.0,,38.48,58.3,31.94,33.81,39.79,21.323,36.98,57.7,85.84
2008-06-05,27.053,,26.744,41.04,43.88,44.93,84.51,,32.0,21.64,87.1,197.63,11.355,73.48,18.473,27.53,100.11,30.09,,293.12,293.413,27.89,23.88,66.94,42.1,28.565,49.46,30.592,58.01,51.57,38.9,28.21,65.9,4.733,17.503,24.9,67.26,18.63,66.54,51.78,,39.44,59.2,31.99,33.88,40.82,21.798,38.94,59.78,89.17
2008-06-06,26.537,,26.245,39.92,42.36,44.24,80.62,,30.45,20.88,85.79,186.83,4.584,71.21,17.755,26.55,68.91,28.8,,283.67,283.954,27.18,22.9,65.68,40.01,27.87,48.39,29.573,56.95,50.32,37.43,27.5,64.01,4.55,16.993,24.0399,65.46,17.95,65.31,50.45,,38.23,57.85,31.22,33.06,38.965,20.938,38.18,58.37,86.68
2008-06-09,25.954,,26.283,39.17,42.48,44.44,79.45,,29.73,20.65,84.84,182.55,4.588,71.37,4.348,26.44,70.08,33.21,,279.01,279.289,26.54,22.828,65.66,37.57,27.945,48.17,29.431,59.35,50.34,37.02,27.75,64.01,4.451,17.13,23.8,65.3,18.04,66.1,49.44,,37.59,57.61,31.35,32.94,39.86,20.53,37.98,59.61,89.0
2008-06-10,26.52,,26.02,39.47,41.76,37.5,79.62,,29.61,20.09,84.5,188.69,10.87,70.5,17.813,26.38,68.41,33.8,,277.08,277.362,26.71,22.68,65.56,38.26,28.995,47.95,28.586,59.77,50.3,36.37,27.91,64.56,4.377,17.103,22.25,67.58,17.94,66.68,49.53,,37.24,57.97,30.42,32.58,39.255,20.08,37.54,59.78,87.8
2008-06-11,25.85,,25.665,38.57,40.79,36.76,77.27,,28.84,19.91,84.219,191.9,10.75,68.87,4.344,25.66,99.36,33.34,,272.6,272.873,25.9,21.82,65.24,37.15,28.555,47.4,27.75,58.77,49.89,35.72,27.13,64.16,4.319,16.878,21.26,67.51,17.55,66.24,49.9,,36.15,56.93,29.76,31.96,37.095,19.433,36.64,58.48,88.54
2008-06-12,24.684,,25.876,38.82,41.15,36.99,76.17,,29.45,19.68,84.5,185.25,10.695,68.19,4.378,25.99,98.1,29.0,,276.75,277.027,26.5,22.04,65.7,38.0,28.57,47.93,28.289,59.38,50.84,35.4,28.26,65.51,4.429,16.708,21.38,67.96,17.75,66.49,51.24,,36.39,58.2,29.54,31.01,37.73,19.868,36.65,59.14,87.13
2008-06-13,24.613,,25.976,39.18,42.65,37.63,79.13,,29.81,20.11,84.819,205.0,10.865,70.3101,18.2,26.36,68.84,33.9,,285.39,285.68,27.53,22.66,66.24,39.58,27.7,48.35,29.2,59.96,51.49,35.51,29.05,67.41,4.604,17.228,21.3099,67.53,17.97,66.48,51.6,,36.69,58.64,30.18,30.76,37.77,20.385,37.33,59.22,88.36
2008-06-16,25.256,,26.039,39.54,42.83,37.65,81.73,,30.33,20.06,83.96,1940.0,4.446,70.37,18.175,26.26,99.56,29.35,,286.42,286.706,27.47,22.86,65.78,39.95,27.11,47.9,29.487,59.87,51.31,35.01,28.91,67.16,4.56,17.1,21.01,66.07,17.79,65.93,50.7,,36.14,59.28,30.2,30.16,38.0,20.805,36.2,59.27,88.0
2008-06-17,25.917,,9.513,39.24,41.4,44.42,82.92,,29.23,20.02,84.08,1905.6,10.555,69.92,4.503,25.96,100.32,33.13,,284.63,284.92,26.85,22.57,65.56,39.04,26.995,47.78,29.197,59.18,51.23,34.67,28.8,67.55,4.476,17.015,20.51,65.83,17.71,65.81,50.66,,35.69,58.9,29.9,30.0,36.24,21.14,35.87,58.62,88.62
2008-06-18,25.53,,25.487,38.79,40.93,44.2,82.46,,28.41,19.79,83.869,1900.0,10.24,68.96,4.436,25.28,99.41,32.99,,280.74,281.021,26.54,22.29,64.4,38.82,26.58,46.96,29.481,58.27,51.12,34.83,28.46,67.12,4.311,16.99,19.91,65.12,17.8,65.08,49.93,,35.3,57.92,29.4,30.27,37.94,20.943,35.99,57.72,87.68
2008-06-19,25.854,,26.005,39.69,41.85,38.39,84.26,,28.12,19.91,83.18,1878.6,4.294,70.24,18.39,25.54,96.9,28.69,,280.31,280.59,27.16,22.85,64.63,38.58,26.675,47.76,29.26,58.6,51.41,35.61,28.95,67.45,4.584,16.94,19.84,65.89,17.76,64.94,50.43,,35.15,58.49,29.99,27.92,38.9,21.068,36.5,57.7,85.8
2008-06-20,25.026,,25.612,39.19,40.58,38.66,81.13,,27.02,19.56,82.99,179.75,9.855,68.71,18.275,24.64,96.5,31.96,,273.01,273.288,26.23,22.39,64.04,37.86,26.84,46.95,28.448,57.45,50.83,35.12,28.25,66.41,4.486,16.673,19.72,65.05,17.31,63.18,50.2,,34.46,57.61,29.35,27.13,38.42,20.888,35.38,56.29,85.05
2008-06-23,24.737,,26.044,38.97,40.37,39.27,80.76,,25.92,19.73,81.421,1727.7,9.58,68.45,18.623,24.55,99.07,28.25,,272.68,272.958,25.04,22.38,64.34,36.92,26.645,47.65,28.34,57.06,51.27,35.88,27.99,66.88,4.236,16.748,19.35,64.71,17.41,62.95,50.65,,34.42,57.38,29.04,26.42,37.74,20.26,35.92,56.66,87.7
2008-06-24,24.75,,25.789,38.36,41.37,39.68,79.61,,26.62,20.22,81.84,175.56,9.495,69.28,17.693,24.48,98.58,32.2,,271.27,271.541,25.31,22.41,64.72,37.76,26.7,47.0,27.984,57.01,51.62,37.0,27.73,66.05,4.143,16.495,20.0,64.06,17.7,62.92,51.19,,34.3,55.84,29.03,26.48,36.905,20.66,35.44,57.33,86.92
2008-06-25,25.341,,25.693,39.42,42.31,40.07,80.51,,26.64,20.3,81.34,175.56,9.64,70.89,17.663,24.7,68.81,32.47,,275.25,275.525,25.49,22.66,65.27,37.93,27.055,47.04,28.83,58.05,51.78,37.02,28.35,65.95,4.229,16.5,20.1,65.53,17.88,63.47,51.73,,34.5,55.79,29.69,26.81,37.485,20.515,35.59,58.14,87.65
2008-06-26,24.031,,25.295,38.78,40.84,39.68,76.3,,24.76,19.67,80.75,1645.7,9.31,69.03,4.21,23.82,67.46,27.5,,264.41,264.674,24.61,21.6,64.34,36.37,26.575,46.0,27.51,56.43,51.1,36.18,27.76,63.85,4.113,14.875,19.07,64.78,17.2,62.26,50.17,,33.53,54.64,28.68,25.94,36.5,19.795,34.33,56.85,86.51
2008-06-27,24.299,,25.463,41.31,39.89,39.68,74.65,,24.66,20.29,80.265,1606.6,3.893,70.24,17.098,23.65,98.1,31.57,,264.0,264.264,24.06,21.53,63.48,35.12,25.96,45.61,27.2,56.39,51.29,37.16,27.69,63.52,3.82,15.065,19.28,63.89,17.36,60.83,49.8,,32.81,55.4,28.55,26.01,36.96,20.443,34.33,56.33,87.02
2008-06-30,23.92,,9.406,40.73,39.38,40.36,73.33,,23.79,20.53,80.29,1561.0,3.964,70.19,17.04,23.26,99.07,27.22,,263.41,263.673,23.39,21.48,64.31,34.35,25.935,46.12,26.586,56.18,51.71,37.68,27.5,65.58,3.726,14.915,18.66,63.49,17.47,60.76,49.35,,33.6,55.71,28.14,26.26,37.71,20.323,35.34,56.15,87.88
2008-07-01,24.954,,26.029,40.39,40.38,41.63,73.637,,23.82,20.82,79.98,171.3,3.926,72.58,17.54,23.14,99.14,31.05,,267.36,267.632,23.21,21.59,64.69,34.08,25.49,46.07,26.282,57.3,51.48,38.37,26.91,65.71,3.871,14.748,18.73,64.4,17.74,61.92,50.37,,33.3,56.24,27.64,25.63,36.835,20.345,35.53,57.07,88.2
2008-07-02,24.028,,9.634,40.41,39.81,48.86,71.44,,22.55,20.57,78.96,168.0,9.225,72.1,4.377,22.85,97.54,30.71,,263.39,263.658,22.49,20.93,64.6,34.62,25.685,46.07,25.398,57.36,50.97,38.0,25.89,65.76,3.889,14.51,18.02,65.74,17.62,62.7,50.62,,32.87,56.61,27.21,25.12,35.105,19.86,35.6,56.47,87.42
2008-07-03,24.306,,26.255,40.37,40.4,43.51,71.99,,22.41,20.77,77.9,168.1,9.175,72.2,4.221,23.1,98.54,26.95,,268.27,268.538,22.52,20.64,65.09,35.46,25.755,47.01,25.315,57.23,51.01,38.42,25.97,64.85,3.9,14.63,12.45,66.86,17.73,63.61,51.44,,32.59,56.7,27.46,22.97,35.41,19.503,35.75,56.58,88.39
2008-07-07,25.016,,25.986,39.86,39.66,43.02,72.49,,21.49,20.58,78.771,163.7,3.87,72.86,16.785,22.55,67.05,30.07,,271.85,272.127,22.3,20.7,65.19,34.0,25.63,46.2,24.45,57.32,51.32,36.6,26.018,64.66,4.036,14.1,12.1,66.58,17.38,62.93,51.81,,32.66,57.07,27.41,23.31,35.13,18.89,35.38,56.88,86.91
2008-07-08,25.67,,27.464,40.99,39.65,43.12,75.04,,23.58,21.63,79.34,1619.6,3.971,74.66,16.705,22.85,95.75,29.96,,277.54,277.823,23.06,20.91,66.17,35.83,25.725,48.4,26.455,58.52,52.56,36.95,25.84,66.0,4.059,14.563,12.03,65.83,18.21,63.6,53.78,,32.98,58.61,27.63,23.25,36.925,19.795,35.37,59.08,85.98
2008-07-09,24.894,,27.281,39.99,38.23,50.86,70.5,,22.08,21.54,79.7,1531.2,3.875,72.15,16.29,21.56,65.04,29.55,,270.77,271.046,22.36,19.82,66.14,34.37,25.47,48.38,25.136,59.25,52.68,37.01,25.2,67.06,4.089,14.238,11.86,65.36,18.03,63.79,54.01,,32.11,57.61,26.75,22.97,35.65,18.978,34.63,57.69,84.31
2008-07-10,25.229,,10.186,40.0,39.65,51.7,70.65,,22.38,21.49,79.44,1516.3,9.34,70.83,16.205,22.13,66.66,29.6,,270.191,270.461,21.88,20.68,66.96,34.55,25.025,48.18,25.525,58.44,53.16,37.02,25.45,68.07,3.979,13.915,11.79,65.62,18.05,64.25,53.48,,32.79,58.46,27.29,22.59,36.07,19.318,34.91,57.21,86.05
2008-07-11,24.657,,27.113,39.02,39.24,51.02,68.54,,21.68,21.15,78.18,1507.9,9.245,69.81,15.81,21.81,92.39,29.24,,266.99,267.257,21.59,20.65,66.28,33.16,25.135,47.68,25.845,57.34,52.38,36.75,25.25,67.91,3.887,14.09,11.68,64.69,17.83,63.56,53.31,,32.6,57.17,27.47,22.18,35.99,18.665,34.97,56.33,85.56
2008-07-14,24.84,,26.95,39.25,38.38,43.64,66.27,,20.12,21.09,77.14,1417.5,3.835,69.57,3.888,21.28,92.67,25.38,,260.7,260.971,21.5,20.46,66.34,31.71,25.46,48.02,25.629,58.15,51.84,36.86,25.11,67.48,3.974,13.96,11.14,64.89,17.63,63.98,53.51,,32.37,55.88,27.1,22.17,35.655,18.145,34.87,56.28,85.41
2008-07-15,24.226,,27.756,38.72,39.8,52.65,67.03,,18.47,21.67,76.62,145.0,9.2,69.57,15.84,21.03,61.93,29.43,,257.99,258.248,21.45,20.74,67.66,31.03,25.88,48.12,24.958,58.55,52.51,36.56,26.14,66.82,3.957,14.41,11.25,65.55,17.58,64.35,53.3,,31.97,56.48,27.07,22.33,34.84,17.12,35.02,56.23,81.93
2008-07-16,24.676,,27.344,39.03,41.08,52.41,71.95,,22.62,22.38,75.8,1534.0,9.52,72.62,16.75,21.09,59.83,30.43,,267.55,267.823,22.68,20.92,68.19,35.69,26.205,48.24,26.853,60.16,54.11,36.64,27.28,66.19,4.014,14.545,11.33,66.03,18.27,63.89,52.94,,31.94,56.39,28.05,22.54,36.705,17.988,35.41,56.98,80.83
2008-07-17,24.537,,27.598,39.5,41.56,53.19,72.1,,25.47,22.54,77.3,176.9,9.86,74.13,17.43,21.56,85.83,31.17,,266.72,266.987,23.38,21.99,67.77,39.7,25.195,48.4,28.195,60.33,54.13,36.9,27.57,64.41,3.969,14.645,11.36,65.6,18.36,63.84,51.06,,31.76,57.08,29.01,23.57,36.565,18.675,35.45,57.7,80.71
2008-07-18,23.607,,27.612,39.4,42.02,44.98,69.11,,27.43,22.2,78.28,1802.2,10.125,72.21,4.42,21.67,86.09,30.92,,240.69,240.931,23.4,22.12,67.81,40.01,24.995,47.9,28.209,60.38,53.44,37.64,25.89,65.21,3.871,14.535,11.56,65.34,18.3,63.65,50.75,,32.11,55.87,28.78,23.91,36.24,18.338,35.44,57.88,81.46
2008-07-21,23.783,,27.277,39.55,41.13,45.5,68.51,,28.53,21.85,78.74,183.38,9.88,69.65,17.358,21.83,60.19,26.6,,234.3,234.534,23.12,22.09,67.13,38.68,24.82,47.15,26.701,59.76,53.23,35.36,25.63,65.42,3.91,14.373,11.64,64.48,18.09,63.63,50.47,,31.85,56.12,28.49,23.85,36.215,17.935,35.17,57.32,82.89
2008-07-22,23.17,,10.311,40.21,40.3,46.73,67.95,,32.4,21.64,78.859,194.56,9.91,72.02,4.094,21.89,85.64,26.53,,238.53,238.774,23.96,22.08,67.95,40.87,25.68,46.74,27.303,60.02,54.45,31.23,25.8,65.74,3.889,14.658,11.38,66.27,18.31,64.1,52.02,,31.81,59.27,24.48,26.18,37.055,18.508,34.7,59.1,82.87
